file,sha256,group_count,sample_rate_hz,total_samples,duration_ms,outlier_option,outlier_delta_ratio,option1_segment_sample_start,option1_segment_sample_end,option1_segment_start_ms,option1_segment_end_ms,option1_active_sample_start,option1_active_sample_end,option1_active_start_ms,option1_active_end_ms,option1_rms_dbfs,option1_peak_dbfs,option1_spectral_centroid_hz,option1_spectral_rolloff_85_hz,option1_noise_floor_db,option1_crest_factor,option1_zcr,option1_dc_offset,option1_quant16_uniformity,option1_quant24_uniformity,option1_fastest_attack_rise_ms,option1_autocorr_period_ms,option1_metadata_txt,option2_segment_sample_start,option2_segment_sample_end,option2_segment_start_ms,option2_segment_end_ms,option2_active_sample_start,option2_active_sample_end,option2_active_start_ms,option2_active_end_ms,option2_rms_dbfs,option2_peak_dbfs,option2_spectral_centroid_hz,option2_spectral_rolloff_85_hz,option2_noise_floor_db,option2_crest_factor,option2_zcr,option2_dc_offset,option2_quant16_uniformity,option2_quant24_uniformity,option2_fastest_attack_rise_ms,option2_autocorr_period_ms,option2_metadata_txt,option3_segment_sample_start,option3_segment_sample_end,option3_segment_start_ms,option3_segment_end_ms,option3_active_sample_start,option3_active_sample_end,option3_active_start_ms,option3_active_end_ms,option3_rms_dbfs,option3_peak_dbfs,option3_spectral_centroid_hz,option3_spectral_rolloff_85_hz,option3_noise_floor_db,option3_crest_factor,option3_zcr,option3_dc_offset,option3_quant16_uniformity,option3_quant24_uniformity,option3_fastest_attack_rise_ms,option3_autocorr_period_ms,option3_metadata_txt,pair_1_2,pair_1_3,pair_2_3,bg_1_2_corr,bg_1_2_mad,bg_1_2_samples,bg_1_3_corr,bg_1_3_mad,bg_1_3_samples,bg_2_3_corr,bg_2_3_mad,bg_2_3_samples
audio_challenge_1777421123_0.f32,152ca943744b658b6ceea4eefbcbc2a5d7c524be397073dca510706abd8d5835,3,44100,726912,16483.265,1,0.637359,0,242304,0.0,5494.422,93105,242295,2111.224,5494.218,-19.565,-1.225,1164.441,1421.191,-81.511,8.260482,0.055621,0.000126409,0.020779,0.012856,1.0,20.0,Inconclusive,242304,484608,5494.422,10988.844,295224,473291,6694.422,10732.222,-23.418,-3.378,744.897,1248.926,-94.111,10.045682,0.047752,0.000176976,0.015831,0.01085,1.0,20.0,Inconclusive,484608,726912,10988.844,16483.265,543464,716750,12323.447,16252.834,-19.536,-4.01,834.081,1184.326,-70.694,5.97426,0.037303,0.001050665,0.002222,0.002164,1.0,25.0,Inconclusive,-0.003839,0.017881,-0.028014,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,5936,Inconclusive,Inconclusive,0
audio_challenge_1777421129_0.f32,152ca943744b658b6ceea4eefbcbc2a5d7c524be397073dca510706abd8d5835,3,44100,726912,16483.265,1,0.637359,0,242304,0.0,5494.422,93105,242295,2111.224,5494.218,-19.565,-1.225,1164.441,1421.191,-81.511,8.260482,0.055621,0.000126409,0.020779,0.012856,1.0,20.0,Inconclusive,242304,484608,5494.422,10988.844,295224,473291,6694.422,10732.222,-23.418,-3.378,744.897,1248.926,-94.111,10.045682,0.047752,0.000176976,0.015831,0.01085,1.0,20.0,Inconclusive,484608,726912,10988.844,16483.265,543464,716750,12323.447,16252.834,-19.536,-4.01,834.081,1184.326,-70.694,5.97426,0.037303,0.001050665,0.002222,0.002164,1.0,25.0,Inconclusive,-0.003839,0.017881,-0.028014,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,5936,Inconclusive,Inconclusive,0
audio_challenge_1777421135_0.f32,152ca943744b658b6ceea4eefbcbc2a5d7c524be397073dca510706abd8d5835,3,44100,726912,16483.265,1,0.637359,0,242304,0.0,5494.422,93105,242295,2111.224,5494.218,-19.565,-1.225,1164.441,1421.191,-81.511,8.260482,0.055621,0.000126409,0.020779,0.012856,1.0,20.0,Inconclusive,242304,484608,5494.422,10988.844,295224,473291,6694.422,10732.222,-23.418,-3.378,744.897,1248.926,-94.111,10.045682,0.047752,0.000176976,0.015831,0.01085,1.0,20.0,Inconclusive,484608,726912,10988.844,16483.265,543464,716750,12323.447,16252.834,-19.536,-4.01,834.081,1184.326,-70.694,5.97426,0.037303,0.001050665,0.002222,0.002164,1.0,25.0,Inconclusive,-0.003839,0.017881,-0.028014,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,5936,Inconclusive,Inconclusive,0
audio_challenge_1777420862_0.f32,d16d024806dffdb06c6138f519f8ffee59a157d7f8c769ff855fed9a69dc7bba,1,44100,1070208,24267.755,3,2.145122,0,356736,0.0,8089.252,93104,349606,2111.202,7927.574,-21.394,-1.608,1164.482,1421.191,-81.489,9.757093,0.125922,-0.000607491,0.016967,0.010807,1.0,20.0,Inconclusive,356736,713472,8089.252,16178.503,409657,713448,9289.274,16177.959,-24.608,-1.239,4640.311,10239.038,-27.433,14.738639,0.142694,-0.000156075,0.016715,0.008986,1.0,20.0,Inconclusive,713472,1070208,16178.503,24267.755,800368,1024201,18148.934,23224.512,-34.713,-1.391,1887.696,3369.946,-65.652,46.354817,0.031649,-4.6653e-05,0.001823,0.001993,2.0,1000.0,Inconclusive,0.006088,-0.000379,-0.00118,Inconclusive,Inconclusive,1,Inconclusive,Inconclusive,33976,Inconclusive,Inconclusive,1
audio_challenge_1777420862_1.f32,479b4f263bf4a6acd0c6673f67328e41fbe31c8d164fe2a4cf96ef2c38c2eec3,1,44100,1105920,25077.551,3,1.418322,0,368640,0.0,8359.184,93105,365805,2111.224,8294.898,-25.416,-1.384,1164.441,1421.191,-81.511,15.90737,0.048379,-9.9943e-05,0.017587,0.01059,2.0,20.0,Inconclusive,368640,737280,8359.184,16718.367,431793,707236,9791.224,16037.098,-26.631,-1.391,1164.787,1421.191,-80.967,18.280474,0.044543,-0.000114348,0.014798,0.009788,1.0,20.0,Inconclusive,737280,1105920,16718.367,25077.551,790266,1060079,17919.864,24038.073,-32.962,-1.398,897.25,2164.087,-94.571,37.861949,0.116996,-6.131e-06,0.013665,0.007368,1.0,20.0,Inconclusive,0.401001,-0.004773,-0.00374,Inconclusive,Inconclusive,10233,Inconclusive,Inconclusive,66,-0.219252,0.935057,66
audio_challenge_1777420862_2.f32,983417c662aeddae82e74ac9f71402d480285d569370802cad4dbbb0631fc72b,1,44100,998784,22648.163,2,1.028207,0,332928,0.0,7549.388,93104,332352,2111.202,7536.327,-21.429,-1.489,1164.482,1421.191,-81.489,9.930637,0.128048,-0.000607823,0.018052,0.011394,1.0,20.0,Inconclusive,332928,665856,7549.388,15098.776,385869,665590,8749.864,15092.744,-24.576,-3.02,5114.536,10680.469,-23.741,11.962216,0.116427,-0.00030795,0.018812,0.009792,1.0,20.0,Inconclusive,665856,998784,15098.776,22648.163,719625,986732,16318.027,22374.875,-26.147,-1.088,3222.101,7385.889,-43.365,17.90485,0.142999,-0.000133967,0.029861,0.018262,1.0,20.0,Inconclusive,0.005256,0.004093,-0.004851,Inconclusive,Inconclusive,21,Inconclusive,Inconclusive,849,0.043014,0.800496,21
audio_challenge_1777420862_3.f32,3bfffc4b35f43cfba28d5bb7577775962c7ab6a2c126af3ebfec9dead01a54d2,1,44100,681984,15464.49,2,2.353751,0,227328,0.0,5154.83,93105,227328,2111.224,5154.83,-17.627,-1.4,1164.441,1421.191,-81.511,6.476871,0.061182,-9.2897e-05,0.022388,0.013604,1.0,20.0,Inconclusive,227328,454656,5154.83,10309.66,280248,454656,6354.83,10309.66,-21.576,-4.873,1118.232,1399.658,-81.277,6.84163,0.04966,0.000375324,0.016266,0.008899,1.0,25.0,Inconclusive,454656,681984,10309.66,15464.49,509333,672238,11549.501,15243.492,-19.271,-1.453,1016.786,1690.356,-83.525,7.779051,0.055192,0.000310286,0.011694,0.004622,1.0,20.0,Inconclusive,-0.016972,-0.017598,0.002193,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,1757,Inconclusive,Inconclusive,0
audio_challenge_1777420862_4.f32,7fe0e24326624098816e93050892726c0ae71442d44fdaa93d307e423ff21560,1,44100,708480,16065.306,2,4.953223,0,236160,0.0,5355.102,93104,236160,2111.202,5355.102,-17.087,-1.475,1164.482,1421.191,-81.489,6.034236,0.163615,-0.000250638,0.094648,0.067924,1.0,20.0,Inconclusive,236160,472320,5355.102,10710.204,289088,471409,6555.283,10689.546,-17.636,-1.4,6932.421,12456.958,-40.837,6.483644,0.104081,-0.000237699,0.132952,0.120167,1.0,20.0,Inconclusive,472320,708480,10710.204,16065.306,525388,701820,11913.56,15914.286,-23.016,-1.391,1079.11,2756.25,-93.77,12.056926,0.065068,-5.8208e-05,0.278946,0.261075,1.0,20.0,Inconclusive,-0.005035,-0.002742,0.000815,Inconclusive,Inconclusive,8,Inconclusive,Inconclusive,148,-0.1539,1.151873,8
audio_challenge_1777420863_10.f32,8f09f59d39c3c7f5ff184c8637e606b65285ed87123305e3cb990d4a4e5129b8,1,44100,859392,19487.347,3,0.927704,0,286464,0.0,6495.782,93104,283957,2111.202,6438.934,-24.765,-1.702,1164.482,1421.191,-81.489,14.229174,0.087586,-0.000154901,0.024511,0.014697,1.0,20.0,Inconclusive,286464,572928,6495.782,12991.565,366770,572063,8316.78,12971.95,-21.879,-1.204,2460.543,6761.426,-52.214,10.809048,0.113497,-0.000500235,0.022831,0.012353,1.0,20.0,Inconclusive,572928,859392,12991.565,19487.347,625848,839489,14191.565,19036.032,-25.239,-1.286,4743.199,11078.833,-33.031,15.763454,0.180402,-0.000172604,0.020226,0.008177,1.0,20.0,Inconclusive,0.00329,-0.000434,-0.004116,Inconclusive,Inconclusive,27386,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,0
audio_challenge_1777420863_11.f32,c21611cfb9e15e4863874707fc4c756dfcc847f1c276cc0b638c871678793d69,1,44100,813312,18442.449,1,1.066337,0,271104,0.0,6147.483,93102,270776,2111.156,6140.045,-21.271,-2.928,1164.563,1421.191,-81.443,8.263642,0.110034,-0.00055586,0.02517,0.014887,1.0,20.0,Inconclusive,271104,542208,6147.483,12294.966,326742,528165,7409.116,11976.531,-27.315,-1.395,3696.435,5867.798,-68.934,19.769312,0.132081,-0.000253059,0.019208,0.012476,1.0,20.0,Inconclusive,542208,813312,12294.966,18442.449,595164,805898,13495.782,18274.331,-22.913,-1.417,1982.651,4080.542,-77.981,11.880042,0.122064,-0.000243125,0.014734,0.007184,1.0,20.0,Inconclusive,-0.008667,-0.005434,-0.01856,Inconclusive,Inconclusive,2718,Inconclusive,Inconclusive,36,-0.558627,0.746754,36
audio_challenge_1777420863_12.f32,c4448b30e528899e4691fe3b8acf6825b96a2849de6814802744b8fd3972aff4,1,44100,1135872,25756.735,1,0.738095,0,378624,0.0,8585.578,93105,365662,2111.224,8291.655,-24.673,-1.354,1164.441,1421.191,-81.511,14.653262,0.099477,-0.000172505,0.015428,0.010082,1.0,20.0,Inconclusive,378624,757248,8585.578,17171.156,442017,757237,10023.061,17170.907,-35.933,-1.374,2354.329,5426.367,-81.555,53.448291,0.108645,1.7529e-05,0.021391,0.016975,1.0,1000.0,Inconclusive,757248,1135872,17171.156,25756.735,818576,1113394,18561.814,25247.029,-31.904,-1.354,3779.016,9022.412,-82.338,33.691085,0.087352,-0.000126269,0.002011,0.002066,3.0,750.0,Inconclusive,-0.00786,0.003916,-0.044123,Inconclusive,Inconclusive,10473,Inconclusive,Inconclusive,8408,-0.016708,0.072529,8408
audio_challenge_1777420863_13.f32,494d7c17b9ba7e8de3bce2217da15ab8c5056057f3e87e56ef2598547c8f5856,1,44100,900864,20427.755,2,4.327273,0,300288,0.0,6809.252,93105,300110,2111.224,6805.215,-23.684,-1.404,1164.441,1421.191,-81.511,13.002547,0.072931,-0.000213505,0.021323,0.012681,1.0,20.0,Inconclusive,300288,600576,6809.252,13618.503,364655,600482,8268.821,13616.372,-25.42,-1.848,5206.936,12618.457,-30.691,15.087313,0.11857,-0.000162077,0.024064,0.012005,1.0,20.0,Inconclusive,600576,900864,13618.503,20427.755,653496,859002,14818.503,19478.503,-30.218,-1.39,1097.44,2368.652,-84.351,27.630079,0.094762,1.2668e-05,0.017172,0.008856,1.0,20.0,Inconclusive,-0.000244,-0.000202,0.002926,Inconclusive,Inconclusive,11447,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,0
audio_challenge_1777420863_14.f32,2f01d74a6ee69dde76ab2baf99f7b69e7796f973804391f326b1fbe9f3564282,1,44100,1012608,22961.633,3,3.172175,0,337536,0.0,7653.878,93104,337385,2111.202,7650.454,-25.335,-1.474,1164.482,1421.191,-81.489,15.59689,0.064381,-0.000153662,0.017202,0.011086,1.0,20.0,Inconclusive,337536,675072,7653.878,15307.755,421775,675006,9564.059,15306.259,-25.77,-1.39,1820.805,3208.447,-64.705,16.557196,0.095755,-7.8268e-05,0.057912,0.044536,2.0,20.0,Inconclusive,675072,1012608,15307.755,22961.633,734478,966886,16654.83,21924.853,-31.52,-1.641,7596.717,12252.393,-40.028,31.184066,0.095191,2.927e-06,0.001867,0.002005,1.0,875.0,Inconclusive,0.003338,0.00247,-0.002963,Inconclusive,Inconclusive,31319,Inconclusive,Inconclusive,6486,0.050741,0.206362,6486
audio_challenge_1777420863_15.f32,6a7f7ee604a97a218df3c1c02a2d52bbe7c8795459b5903ae1a0d0a72485953e,1,44100,873216,19800.816,1,0.680106,0,291072,0.0,6600.272,93105,291072,2111.224,6600.272,-20.617,-1.398,1164.441,1421.191,-81.511,9.140565,0.122011,-0.000587574,0.02161,0.013255,1.0,20.0,Inconclusive,291072,582144,6600.272,13200.544,344041,576119,7801.383,13063.923,-27.179,-1.455,401.514,495.264,-85.283,19.326803,0.057851,-0.000120554,0.017141,0.011177,1.0,20.0,Inconclusive,582144,873216,13200.544,19800.816,635185,846750,14403.288,19200.68,-27.197,-1.388,914.427,1571.924,-83.673,19.519085,0.072621,-1.755e-06,0.014218,0.007156,2.0,20.0,Inconclusive,-0.00354,0.00584,0.017796,Inconclusive,Inconclusive,49,Inconclusive,Inconclusive,121,-0.907953,0.864348,49
audio_challenge_1777420863_16.f32,b5a6b1c980748a5ea7af362c2b0790ccfbe62e1229be8aa0b030ec0697395a10,1,44100,850176,19278.367,3,4.795456,0,283392,0.0,6426.122,93105,263020,2111.224,5964.172,-24.216,-1.388,1164.441,1421.191,-81.511,13.846977,0.095072,-0.000143969,0.027149,0.016638,1.0,20.0,Inconclusive,283392,566784,6426.122,12852.245,356913,566558,8093.265,12847.12,-23.761,-1.042,1165.248,1421.191,-80.761,13.675897,0.15657,-0.000299191,0.023006,0.012187,1.0,20.0,Inconclusive,566784,850176,12852.245,19278.367,640275,804276,14518.707,18237.551,-28.674,-1.397,3018.537,8236.45,-42.652,23.110627,0.050098,-0.000102303,0.002079,0.002238,0.0,760.0,Inconclusive,0.44835,0.005219,0.014479,Inconclusive,Inconclusive,20601,Inconclusive,Inconclusive,20571,0.090585,0.095732,20571
audio_challenge_1777420863_17.f32,0ae11efc50041e80019ea6994064be45fdced0fac06ce88a8eb9fb610ba08129,1,44100,1042560,23640.816,3,4.757577,0,347520,0.0,7880.272,93105,347003,2111.224,7868.549,-21.559,-1.413,1164.441,1421.191,-81.511,10.169857,0.125783,-0.000676919,0.016503,0.010579,1.0,20.0,Inconclusive,347520,695040,7880.272,15760.544,411057,695017,9321.02,15760.023,-24.138,-1.368,1160.958,1421.191,-81.48,13.756513,0.100754,-0.000293207,0.015277,0.009512,1.0,20.0,Inconclusive,695040,1042560,15760.544,23640.816,768103,995978,17417.302,22584.535,-29.786,-1.383,2977.807,8182.617,-45.593,26.311307,0.0409,-8.8351e-05,0.002063,0.002084,0.0,40.0,Inconclusive,0.228816,0.005257,0.017978,Inconclusive,Inconclusive,10617,Inconclusive,Inconclusive,20143,-0.146376,0.295706,10617
audio_challenge_1777420863_18.f32,a3acd76f55a45018bedfc722444dd489bb902ba7ae7ae699490ef2356b55dbbb,1,44100,955008,21655.51,2,1.297336,0,318336,0.0,7218.503,93105,288729,2111.224,6547.143,-24.886,-1.389,1164.441,1421.191,-81.511,14.958,0.049749,-0.000160658,0.020652,0.013091,1.0,20.0,Inconclusive,318336,636672,7218.503,14437.007,392622,624132,8902.993,14152.653,-25.97,-3.191,1162.926,1421.191,-80.69,13.771261,0.04418,-0.000145326,0.017274,0.011058,1.0,20.0,Inconclusive,636672,955008,14437.007,21655.51,716337,938902,16243.469,21290.295,-24.677,-1.367,1159.987,1421.191,-81.684,14.637897,0.098861,-0.000117993,0.015546,0.007575,1.0,20.0,Inconclusive,0.412954,0.393004,0.374828,Inconclusive,Inconclusive,21366,Inconclusive,Inconclusive,26745,0.18542,0.159821,21366
audio_challenge_1777420863_19.f32,a8d47e939d9271345451b5a4cd6e0949df4c44b750d926ceb6c7bee13b596e4b,1,44100,891648,20218.776,1,0.856366,0,297216,0.0,6739.592,93105,297216,2111.224,6739.592,-24.406,-1.37,1164.441,1421.191,-81.511,14.184412,0.100901,-0.000255605,0.020376,0.012885,1.0,20.0,Inconclusive,297216,594432,6739.592,13479.184,350426,592228,7946.168,13429.206,-24.012,-1.435,4408.969,10465.137,-46.437,13.453202,0.08148,-0.000140769,0.021112,0.010889,1.0,20.0,Inconclusive,594432,891648,13479.184,20218.776,650078,870639,14740.998,19742.381,-25.856,-1.512,4102.35,9894.507,-30.861,16.490204,0.151963,0.000131277,0.019704,0.007259,1.0,20.0,Inconclusive,0.014117,0.004707,0.011309,Inconclusive,Inconclusive,290,Inconclusive,Inconclusive,2726,0.104774,0.348853,290
audio_challenge_1777420863_20.f32,cd69b0bc482284b7fb9b24d9fe39e483a295f950bf18811e856eaa208e908664,1,44100,915840,20767.347,1,0.819178,0,305280,0.0,6922.449,93105,288087,2111.224,6532.585,-23.104,-1.288,1164.441,1421.191,-81.511,12.324815,0.101579,-0.000283308,0.02093,0.013463,1.0,20.0,Inconclusive,305280,610560,6922.449,13844.898,359493,610547,8151.769,13844.603,-26.087,-1.365,2978.199,7859.619,-69.448,17.222353,0.12667,-0.000167839,0.004907,0.002067,1.0,20.0,Inconclusive,610560,915840,13844.898,20767.347,666337,906149,15109.683,20547.596,-22.331,-1.146,5160.105,11864.795,-36.618,11.462183,0.132375,-0.000531227,0.001922,0.002035,1.0,30.0,Inconclusive,0.002401,-0.000131,0.006412,Inconclusive,Inconclusive,1293,Inconclusive,Inconclusive,2857,-0.067533,0.369311,1293
audio_challenge_1777420863_5.f32,b8381b60be95a90cda714882614ff4a1e5526ae120fcecbfd83467b706ad425f,1,44100,838656,19017.143,2,0.613637,0,279552,0.0,6339.048,93106,279552,2111.247,6339.048,-16.686,-0.884,1164.401,1421.191,-81.544,6.167375,0.106637,-0.00033823,0.046324,0.03859,1.0,20.0,Inconclusive,279552,559104,6339.048,12678.095,332472,555284,7539.048,12591.474,-17.788,-1.378,1204.375,2293.286,-88.916,6.614518,0.079058,-1.977e-05,0.063529,0.059279,1.0,20.0,Inconclusive,559104,838656,12678.095,19017.143,620721,829576,14075.306,18811.247,-18.309,-1.404,1155.977,1421.191,-82.682,7.00202,0.063786,-0.000133523,0.035288,0.027024,1.0,20.0,Inconclusive,-0.004012,0.095846,-0.011917,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,8697,Inconclusive,Inconclusive,0
audio_challenge_1777420863_6.f32,80b8ef047bd085a92b5e8a272ed7c3749079ef77bc121a716e6c326e14f2fd6a,1,44100,792576,17972.245,2,3.03788,0,264192,0.0,5990.748,93105,264176,2111.224,5990.385,-22.591,-1.301,1164.441,1421.191,-81.511,11.601331,0.075659,-0.000163442,0.293498,0.279638,1.0,20.0,Inconclusive,264192,528384,5990.748,11981.497,317112,514959,7190.748,11677.075,-17.871,-1.288,2772.763,5738.599,-30.228,6.748271,0.094078,-9.4637e-05,0.0599,0.047896,1.0,20.0,Inconclusive,528384,792576,11981.497,17972.245,581304,781812,13181.497,17728.163,-19.843,-1.225,1114.4,1378.125,-80.765,8.529218,0.100291,-0.000500846,0.031675,0.020044,1.0,20.0,Inconclusive,-0.001869,0.002859,8.3e-05,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,0
audio_challenge_1777420863_7.f32,a7451d1b964bed78c068d615981ff5a5a8785ae593635e46c0903de538a2ae6d,1,44100,851328,19304.49,2,2.040115,0,283776,0.0,6434.83,93101,257819,2111.134,5846.236,-21.445,-3.712,1164.604,1421.191,-81.446,7.70331,0.115963,-0.000243219,0.07769,0.069992,1.0,20.0,Inconclusive,283776,567552,6434.83,12869.66,336696,560086,7634.83,12700.363,-16.114,-1.152,5223.626,11423.364,-56.655,5.598563,0.110552,-6.7627e-05,0.059613,0.049581,1.0,20.0,Inconclusive,567552,851328,12869.66,19304.49,620793,844547,14076.939,19150.726,-20.835,-1.339,3190.211,3757.544,-108.815,9.436358,0.082596,-4.7256e-05,0.236581,0.218253,1.0,20.0,Inconclusive,-0.007208,-0.010232,-0.010177,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,321,Inconclusive,Inconclusive,0
audio_challenge_1777420863_8.f32,b22a93db3f99c5de255f50150cacc29fdbd802c28a7bbce0f127a747d8ea964b,1,44100,988416,22413.061,3,0.636364,0,329472,0.0,7471.02,93105,327421,2111.224,7424.512,-20.857,-1.394,1164.441,1421.191,-81.511,9.401098,0.067554,-0.000231999,0.174747,0.168746,1.0,20.0,Inconclusive,329472,658944,7471.02,14942.041,388017,635990,8798.571,14421.542,-18.309,-1.392,1164.82,1421.191,-81.454,7.011493,0.056059,0.000130013,0.189505,0.183718,1.0,20.0,Inconclusive,658944,988416,14942.041,22413.061,711864,948307,16142.041,21503.56,-19.999,-1.319,1141.52,2325.586,-87.627,8.590518,0.061317,4.0911e-05,0.116777,0.112695,1.0,20.0,Inconclusive,0.109574,-0.007452,-0.013021,Inconclusive,Inconclusive,5625,Inconclusive,Inconclusive,0,Inconclusive,Inconclusive,0
